,components
2020-04-20 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMD', 'AMGN', 'ADI', 'ANSS', 'AAPL', 'AMAT', 'ARM', 'ASML', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CDNS', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'CPRT', 'COST', 'CSX', 'DLTR', 'EA', 'EXC', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'LULU', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'NXPI', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'PEP', 'QCOM', 'REGN', 'ROST', 'SBUX', 'SNPS', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'WDAY', 'XEL', 'SGEN', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'VRSN', 'SWKS', 'SPLK', 'BIDU', 'XLNX', 'CDW', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'TTWO', 'ULTA', 'LBTYA', 'WDC', 'NTAP', 'CSGP', 'UAL', 'WLTW', 'AAL']"
2019-12-23 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMD', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ASML', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CDNS', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'EXC', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'LULU', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'NXPI', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'PEP', 'QCOM', 'REGN', 'ROST', 'SBUX', 'SNPS', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'WDAY', 'XEL', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'VRSN', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'TTWO', 'ULTA', 'LBTYA', 'WDC', 'NTAP', 'UAL', 'WLTW', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN']"
2019-11-21 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMD', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ASML', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CDNS', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'LULU', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'NXPI', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'PEP', 'QCOM', 'REGN', 'ROST', 'SBUX', 'SNPS', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'WDAY', 'XEL', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'VRSN', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'TTWO', 'ULTA', 'LBTYA', 'WDC', 'NTAP', 'UAL', 'WLTW', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG']"
2018-12-24 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ASML', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CDNS', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'NXPI', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'PEP', 'QCOM', 'REGN', 'ROST', 'SBUX', 'SNPS', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'WDAY', 'XEL', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'TTWO', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD']"
2018-11-19 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ASML', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CDNS', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'NXPI', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'PEP', 'QCOM', 'REGN', 'ROST', 'SBUX', 'SNPS', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'WDAY', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'TTWO', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY']"
2018-11-05 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ASML', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CDNS', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'PEP', 'QCOM', 'REGN', 'ROST', 'SBUX', 'SNPS', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'WDAY', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'TTWO', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA']"
2018-07-23 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ASML', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CDNS', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'SNPS', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'WDAY', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'TTWO', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH']"
2018-03-08 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ASML', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CDNS', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'SNPS', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'WDAY', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'TTWO', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH']"
2017-12-08 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'ALGN', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA']"
2017-10-23 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'MELI', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT']"
2017-06-19 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'WYNN', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO']"
2017-04-24 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'IDXX', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP']"
2017-03-20 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'JBHT', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC']"
2017-02-07 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CTAS', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KLAC', 'KHC', 'LRCX', 'MAR', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HAS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'HOLX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI']"
2016-12-09 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'SHPG', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY']"
2016-10-19 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MCHP', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC']"
2016-07-18 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'XRAY', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'ENDP']"
2016-06-20 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'ENDP', 'BATRA']"
2016-04-18 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'ENDP']"
2016-03-16 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'GOOG', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CHTR', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'CSX', 'DLTR', 'EA', 'FAST', 'GILD', 'ILMN', 'INTC', 'INTU', 'ISRG', 'KHC', 'LRCX', 'MAR', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'PYPL', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TMUS', 'TSLA', 'TXN', 'VRSK', 'VRTX', 'WBA', 'EBAY', 'JD', 'ATVI', 'FISV', 'SWKS', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'TCOM', 'INCY', 'FOX', 'MXIM', 'ALXN', 'BMRN', 'CTXS', 'EXPE', 'ULTA', 'LBTYA', 'WDC', 'AAL', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'DISH', 'VIAB', 'TSCO', 'NCLH', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'TRIP', 'SBAC', 'NXPI', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'ENDP', 'SNDK']"
